TransactionID,isFraud
3663758,0.056335837
3663759,0.28445455
3663760,0.018484104
3663761,0.26333663
3663762,0.027016532
3663763,0.1413811
3663764,0.018630309
3663765,0.02386798
3663766,0.30119765
3663767,0.11535731
3663768,0.03879426
3663769,0.4913013
3663770,0.018325439
3663771,0.04263093
3663772,0.07918797
3663773,0.72929543
3663774,0.026263604
3663775,0.053659733
3663776,0.045159716
3663777,0.020234417
3663778,0.8986975
3663779,0.026853986
3663780,0.8841321
3663781,0.080597684
3663782,0.06680346
3663783,0.019305667
3663784,0.06540372
3663785,0.04275832
3663786,0.06689989
3663787,0.022930296
3663788,0.05919777
3663789,0.025171546
3663790,0.09421967
3663791,0.03961885
3663792,0.33057186
3663793,0.89883953
3663794,0.091540515
3663795,0.09640184
3663796,0.021875741
3663797,0.03089545
3663798,0.057347853
3663799,0.4772537
3663800,0.25068623
3663801,0.14925334
3663802,0.01633707
3663803,0.071116574
3663804,0.02615959
3663805,0.08214906
3663806,0.038595837
3663807,0.03064919
3663808,0.06038719
3663809,0.02127605
3663810,0.035977915
3663811,0.92146486
3663812,0.91164935
3663813,0.90513104
3663814,0.014051763
3663815,0.1009163
3663816,0.058558382
3663817,0.019399209
3663818,0.1304825
3663819,0.08759793
3663820,0.035763986
3663821,0.9433666
3663822,0.020412043
3663823,0.1592272
3663824,0.10582926
3663825,0.037426095
3663826,0.14158595
3663827,0.9857349
3663828,0.98140746
3663829,0.038857568
3663830,0.11278358
3663831,0.024558581
3663832,0.02362245
3663833,0.09366847
3663834,0.054206636
3663835,0.1557915
3663836,0.9935301
3663837,0.039117586
3663838,0.113691956
3663839,0.02416891
3663840,0.04688616
3663841,0.08779729
3663842,0.021798654
3663843,0.04838214
3663844,0.023417354
3663845,0.063843176
3663846,0.014837648
3663847,0.030945767
3663848,0.5336179
3663849,0.54978853
3663850,0.11497859
3663851,0.13971853
3663852,0.08429026
3663853,0.022964913
3663854,0.037313055
3663855,0.11613243
3663856,0.051552314
3663857,0.08038988
3663858,0.45472452
3663859,0.06932201
3663860,0.22846271
3663861,0.08487974
3663862,0.013998452
3663863,0.06276403
3663864,0.102267385
3663865,0.030530995
3663866,0.033736467
3663867,0.018209476
3663868,0.093077205
3663869,0.070313714
3663870,0.020748563
3663871,0.041137822
3663872,0.16995694
3663873,0.01194619
3663874,0.041289113
3663875,0.08238106
3663876,0.24879065
3663877,0.15148786
3663878,0.017691752
3663879,0.067750074
3663880,0.21991591
3663881,0.17553976
3663882,0.023984099
3663883,0.04786257
3663884,0.5447055
3663885,0.059536166
3663886,0.078949064
3663887,0.13695084
3663888,0.025237177
3663889,0.14090657
3663890,0.029141743
3663891,0.13336238
3663892,0.039392654
3663893,0.29194915
3663894,0.014085925
3663895,0.08263415
3663896,0.04145204
3663897,0.037276015
3663898,0.15575369
3663899,0.061563205
3663900,0.26366955
3663901,0.038545933
3663902,0.014635386
3663903,0.018052727
3663904,0.044741657
3663905,0.16233541
3663906,0.07451433
3663907,0.047014467
3663908,0.08741779
3663909,0.7282443
3663910,0.03534489
3663911,0.26747876
3663912,0.070024274
3663913,0.058553718
3663914,0.070577756
3663915,0.020692658
3663916,0.21689579
3663917,0.0209771
3663918,0.009450934
3663919,0.31746724
3663920,0.076346144
3663921,0.32854348
3663922,0.24329102
3663923,0.0129706375
3663924,0.0523684
3663925,0.07484171
3663926,0.04819947
3663927,0.12060977
3663928,0.026450772
3663929,0.014033759
3663930,0.081426375
3663931,0.0684252
3663932,0.06190096
3663933,0.24605753
3663934,0.11460646
3663935,0.07553688
3663936,0.12199059
3663937,0.06641122
3663938,0.48951048
3663939,0.0424602
3663940,0.025764072
3663941,0.06344454
3663942,0.46038374
3663943,0.052252296
3663944,0.10535173
3663945,0.10763107
3663946,0.25420192
3663947,0.011472939
3663948,0.027630802
3663949,0.49439117
3663950,0.023869636
3663951,0.05919817
3663952,0.030485835
3663953,0.019978242
3663954,0.04000415
3663955,0.059403308
3663956,0.09721753
3663957,0.19413115
3663958,0.044850998
3663959,0.014778359
3663960,0.015974863
3663961,0.02798561
3663962,0.006212301
3663963,0.023748916
3663964,0.561998
3663965,0.05104653
3663966,0.07311527
3663967,0.01682168
3663968,0.06769369
3663969,0.037964538
3663970,0.01789529
3663971,0.02412742
3663972,0.07639049
3663973,0.047006823
3663974,0.07262893
3663975,0.09922369
3663976,0.02887175
3663977,0.09491578
3663978,0.06363326
3663979,0.037315905
3663980,0.094918355
3663981,0.10829442
3663982,0.05914289
3663983,0.15549745
3663984,0.12590834
3663985,0.12294556
3663986,0.19827394
3663987,0.060402993
3663988,0.047616713
3663989,0.035440687
3663990,0.12294556
3663991,0.039162517
3663992,0.17555591
3663993,0.35034636
3663994,0.014990325
3663995,0.030111099
3663996,0.70646054
3663997,0.25294286
3663998,0.14570868
3663999,0.073930524
3664000,0.043989625
3664001,0.054642573
3664002,0.06797878
3664003,0.3104154
3664004,0.010482105
3664005,0.18586393
3664006,0.054500636
3664007,0.024602598
3664008,0.07521943
3664009,0.025943015
3664010,0.036922865
3664011,0.05319594
3664012,0.02364058
3664013,0.11861791
3664014,0.1956178
3664015,0.14597818
3664016,0.03121256
3664017,0.031917185
3664018,0.033942472
3664019,0.0485107
3664020,0.078499824
3664021,0.026347976
3664022,0.018969897
3664023,0.06204854
3664024,0.03266994
3664025,0.020937184
3664026,0.08382617
3664027,0.017783621
3664028,0.03124769
3664029,0.10281962
3664030,0.021426665
3664031,0.18724953
3664032,0.04869362
3664033,0.064649895
3664034,0.15384077
3664035,0.032252684
3664036,0.03508482
3664037,0.028719347
3664038,0.15605123
3664039,0.040644538
3664040,0.019541346
3664041,0.01554008
3664042,0.022243466
3664043,0.06615289
3664044,0.062351715
3664045,0.07980467
3664046,0.19714004
3664047,0.011325981
3664048,0.054518737
3664049,0.1793176
3664050,0.05109811
3664051,0.34780276
3664052,0.647606
3664053,0.71674216
3664054,0.045835566
3664055,0.16947703
3664056,0.4184933
3664057,0.17097108
3664058,0.3013324
3664059,0.025399478
3664060,0.040557574
3664061,0.022976877
3664062,0.11906136
3664063,0.012553436
3664064,0.05522145
3664065,0.035637897
3664066,0.055618852
3664067,0.07850101
3664068,0.5235092
3664069,0.032856066
3664070,0.014254987
3664071,0.011120393
3664072,0.6319301
3664073,0.012863602
3664074,0.013698017
3664075,0.034740027
3664076,0.043850426
3664077,0.0275767
3664078,0.030656248
3664079,0.029466089
3664080,0.022547439
3664081,0.03232754
3664082,0.008294974
3664083,0.017002054
3664084,0.0914866
3664085,0.01169134
3664086,0.14822735
3664087,0.025017103
3664088,0.106621675
3664089,0.06551034
3664090,0.042060997
3664091,0.17719823
3664092,0.015525592
3664093,0.03326464
3664094,0.15921211
3664095,0.051078774
3664096,0.11548015
3664097,0.027340021
3664098,0.09827733
3664099,0.304354
3664100,0.038806044
3664101,0.024138907
3664102,0.051946163
3664103,0.39070305
3664104,0.04595934
3664105,0.21440236
3664106,0.22077371
3664107,0.040772755
3664108,0.06002579
3664109,0.008817625
3664110,0.036372397
3664111,0.021582317
3664112,0.08108345
3664113,0.13982186
3664114,0.0231277
3664115,0.07019901
3664116,0.10116604
3664117,0.018415846
3664118,0.026771137
3664119,0.08614627
3664120,0.044697464
3664121,0.01593037
3664122,0.1189049
3664123,0.1814586
3664124,0.11657152
3664125,0.03488551
3664126,0.01731131
3664127,0.08791721
3664128,0.02832196
3664129,0.14697164
3664130,0.04472697
3664131,0.16275984
3664132,0.052503493
3664133,0.07020902
3664134,0.11482373
3664135,0.013957587
3664136,0.112557575
3664137,0.20643203
3664138,0.20928223
3664139,0.03268874
3664140,0.007946233
3664141,0.027553637
3664142,0.019873546
3664143,0.024455737
3664144,0.011735151
3664145,0.021326981
3664146,0.2803459
3664147,0.12171941
3664148,0.029944524
3664149,0.05678432
3664150,0.040798012
3664151,0.035698835
3664152,0.03133975
3664153,0.03447593
3664154,0.22770096
3664155,0.08349024
3664156,0.16727209
3664157,0.050567795
3664158,0.1430742
3664159,0.008184901
3664160,0.10379726
3664161,0.21849507
3664162,0.025102481
3664163,0.033140864
3664164,0.024645919
3664165,0.05100521
3664166,0.01592608
3664167,0.1430742
3664168,0.02088606
3664169,0.14654605
3664170,0.04139873
3664171,0.13182771
3664172,0.18266952
3664173,0.023905741
3664174,0.13182771
3664175,0.049284242
3664176,0.024212988
3664177,0.020391539
3664178,0.019981198
3664179,0.061495595
3664180,0.06152418
3664181,0.03814984
3664182,0.015706532
3664183,0.0131525695
3664184,0.19506256
3664185,0.0696333
3664186,0.092913754
3664187,0.029789504
3664188,0.031185085
3664189,0.024626942
3664190,0.013509196
3664191,0.032175764
3664192,0.06091584
3664193,0.2385274
3664194,0.043464467
3664195,0.03035594
3664196,0.04053342
3664197,0.018433698
3664198,0.017768884
3664199,0.112779684
3664200,0.24413928
3664201,0.029545994
3664202,0.064842016
3664203,0.05184512
3664204,0.11866193
3664205,0.010981721
3664206,0.29907006
3664207,0.036676534
3664208,0.11345778
3664209,0.020825423
3664210,0.051397294
3664211,0.13824767
3664212,0.10547676
3664213,0.12657377
3664214,0.085630186
3664215,0.06955392
3664216,0.07301999
3664217,0.008039178
3664218,0.18982735
3664219,0.01234576
3664220,0.041434128
3664221,0.07791554
3664222,0.14069578
3664223,0.025754942
3664224,0.10712066
3664225,0.073799476
3664226,0.06548241
3664227,0.011451694
3664228,0.039695688
3664229,0.07685979
3664230,0.053418715
3664231,0.02837087
3664232,0.03531927
3664233,0.0501129
3664234,0.109780796
3664235,0.06967773
3664236,0.2303455
3664237,0.08581159
3664238,0.0073415027
3664239,0.04897534
3664240,0.02080327
3664241,0.099292
3664242,0.014007907
3664243,0.07404544
3664244,0.028108163
3664245,0.015598283
3664246,0.056426935
3664247,0.28553462
3664248,0.013003123
3664249,0.15936522
3664250,0.0103891175
3664251,0.0519981
3664252,0.08494075
3664253,0.026014099
3664254,0.1385536
3664255,0.03491091
3664256,0.034071617
3664257,0.15968448
3664258,0.014149247
3664259,0.56198096
3664260,0.10724631
3664261,0.13196288
3664262,0.04742978
3664263,0.06365315
3664264,0.026670486
3664265,0.03727197
3664266,0.033528034
3664267,0.049349602
3664268,0.02215217
3664269,0.1117972
3664270,0.03158526
3664271,0.022399046
3664272,0.024757216
3664273,0.24432355
3664274,0.078766815
3664275,0.05995139
3664276,0.019758316
3664277,0.03119027
3664278,0.023189556
3664279,0.022588475
3664280,0.026627446
3664281,0.16633262
3664282,0.043333646
3664283,0.11706933
3664284,0.04290286
3664285,0.09438223
3664286,0.014542521
3664287,0.17530912
3664288,0.26571828
3664289,0.011393966
3664290,0.18099707
3664291,0.18599042
3664292,0.12054734
3664293,0.09752669
3664294,0.100678876
3664295,0.057297718
3664296,0.048019033
3664297,0.26766735
3664298,0.021991132
3664299,0.07805425
3664300,0.018281965
3664301,0.08785188
3664302,0.0322401
3664303,0.059815943
3664304,0.0791808
3664305,0.017921256
3664306,0.23250061
3664307,0.104146086
3664308,0.15725139
3664309,0.15204139
3664310,0.22743686
3664311,0.06953124
3664312,0.27887204
3664313,0.40373784
3664314,0.032229822
3664315,0.2261391
3664316,0.5172482
3664317,0.028326461
3664318,0.0113008
3664319,0.48935246
3664320,0.019115286
3664321,0.41652742
3664322,0.132979
3664323,0.1766862
3664324,0.038119268
3664325,0.120824665
3664326,0.017292777
3664327,0.08823135
3664328,0.39752054
3664329,0.21229705
3664330,0.06627219
3664331,0.013182789
3664332,0.090972774
3664333,0.16409196
3664334,0.071333535
3664335,0.029539801
3664336,0.02559768
3664337,0.026352396
3664338,0.61037785
3664339,0.09401054
3664340,0.023674294
3664341,0.009255246
3664342,0.11597849
3664343,0.10093272
3664344,0.025456056
3664345,0.009210915
3664346,0.017185727
3664347,0.030896379
3664348,0.030009354
3664349,0.013522457
3664350,0.01384805
3664351,0.0120701445
3664352,0.025226878
3664353,0.28112745
3664354,0.51766074
3664355,0.06566379
3664356,0.006057996
3664357,0.07458852
3664358,0.05404076
3664359,0.101675935
3664360,0.06969806
3664361,0.018623283
3664362,0.0668425
3664363,0.09114745
3664364,0.044552635
3664365,0.04115606
3664366,0.026741723
3664367,0.0417992
3664368,0.044904597
3664369,0.08047053
3664370,0.059189282
3664371,0.0066661485
3664372,0.023490287
3664373,0.043255217
3664374,0.15738928
3664375,0.08982739
3664376,0.029298075
3664377,0.2591353
3664378,0.043437038
3664379,0.02351542
3664380,0.014972424
3664381,0.016715266
3664382,0.54451907
3664383,0.016296163
3664384,0.00792225
3664385,0.027021835
3664386,0.2676909
3664387,0.08608571
3664388,0.024910677
3664389,0.12438855
3664390,0.11351217
3664391,0.029194456
3664392,0.010904991
3664393,0.09943415
3664394,0.25731412
3664395,0.018907707
3664396,0.0136857955
3664397,0.036812335
3664398,0.23711003
3664399,0.11057757
3664400,0.08369068
3664401,0.047924686
3664402,0.04266481
3664403,0.09132796
3664404,0.013048388
3664405,0.07742656
3664406,0.019922048
3664407,0.02249244
3664408,0.12826677
3664409,0.26325396
3664410,0.10585637
3664411,0.34928307
3664412,0.1918393
3664413,0.06937333
3664414,0.031166067
3664415,0.06285403
3664416,0.020926854
3664417,0.020615961
3664418,0.033318553
3664419,0.01770324
3664420,0.055930264
3664421,0.10087475
3664422,0.210702
3664423,0.033538364
3664424,0.37968203
3664425,0.0332415
3664426,0.077948265
3664427,0.025801735
3664428,0.055957377
3664429,0.039474808
3664430,0.055442054
3664431,0.07927462
3664432,0.0383408
3664433,0.021142514
3664434,0.037549525
3664435,0.04100939
3664436,0.006102269
3664437,0.041319214
3664438,0.017950004
3664439,0.18548748
3664440,0.036743145
3664441,0.013390689
3664442,0.04740511
3664443,0.03633481
3664444,0.053195074
3664445,0.06830976
3664446,0.058524232
3664447,0.093445435
3664448,0.055903986
3664449,0.062047135
3664450,0.06757962
3664451,0.0233815
3664452,0.062047135
3664453,0.0282238
3664454,0.5346562
3664455,0.05354268
3664456,0.45944744
3664457,0.0529577
3664458,0.03625368
3664459,0.052571315
3664460,0.05476134
3664461,0.034093015
3664462,0.052571315
3664463,0.024280079
3664464,0.052571315
3664465,0.08201277
3664466,0.035114057
3664467,0.07021109
3664468,0.16178252
3664469,0.013421554
3664470,0.06090733
3664471,0.032502383
3664472,0.2167789
3664473,0.1143863
3664474,0.0760074
3664475,0.03215724
3664476,0.1636722
3664477,0.1056935
3664478,0.044107627
3664479,0.07026788
3664480,0.45944744
3664481,0.044116925
3664482,0.13990119
3664483,0.0698676
3664484,0.034064077
3664485,0.050036673
3664486,0.20866728
3664487,0.014020577
3664488,0.018825712
3664489,0.04600988
3664490,0.057120338
3664491,0.13910113
3664492,0.35655412
3664493,0.013785067
3664494,0.02320691
3664495,0.06643503
3664496,0.045836806
3664497,0.050409928
3664498,0.12749882
3664499,0.07293094
3664500,0.05179231
3664501,0.103708014
3664502,0.024836982
3664503,0.1782388
3664504,0.0109347645
3664505,0.25553948
3664506,0.046160012
3664507,0.07936319
3664508,0.023673529
3664509,0.04362126
3664510,0.123399265
3664511,0.15835057
3664512,0.026327413
3664513,0.028286163
3664514,0.028286163
3664515,0.04272675
3664516,0.25485963
3664517,0.026327413
3664518,0.026327413
3664519,0.041705795
3664520,0.468928
3664521,0.38992083
3664522,0.06902489
3664523,0.07913923
3664524,0.033761956
3664525,0.015161912
3664526,0.040398642
3664527,0.045752846
3664528,0.019654889
3664529,0.048896562
3664530,0.4262154
3664531,0.029107502
3664532,0.46711332
3664533,0.15752007
3664534,0.1435363
3664535,0.13392136
3664536,0.24269612
3664537,0.006501103
3664538,0.49709868
3664539,0.043765713
3664540,0.008917927
3664541,0.0073166597
3664542,0.17941259
3664543,0.008556093
3664544,0.3164711
3664545,0.05586552
3664546,0.056874182
3664547,0.04316453
3664548,0.11850651
3664549,0.14531031
3664550,0.058342203
3664551,0.20511721
3664552,0.08405772
3664553,0.030852731
3664554,0.19363032
3664555,0.052170098
3664556,0.042439673
3664557,0.14403738
3664558,0.033238254
3664559,0.031127533
3664560,0.027434854
3664561,0.014711649
3664562,0.34705338
3664563,0.16342181
3664564,0.059208076
3664565,0.06665263
3664566,0.03739632
3664567,0.063107505
3664568,0.054206636
3664569,0.06115374
3664570,0.021903787
3664571,0.27126133
3664572,0.55315614
3664573,0.08074619
3664574,0.012223155
3664575,0.014104281
3664576,0.22112964
3664577,0.05112617
3664578,0.08202424
3664579,0.018238548
3664580,0.040686727
3664581,0.06320351
3664582,0.13965297
3664583,0.2627827
3664584,0.020971764
3664585,0.63382846
3664586,0.0291533
3664587,0.08816133
3664588,0.106891476
3664589,0.079353
3664590,0.04993316
3664591,0.47139648
3664592,0.01800506
3664593,0.6345004
3664594,0.25970945
3664595,0.015770344
3664596,0.22951116
3664597,0.11124195
3664598,0.14395842
3664599,0.04856634
3664600,0.04371126
3664601,0.15151566
3664602,0.0704821
3664603,0.034961496
3664604,0.1987111
3664605,0.028403636
3664606,0.058143135
3664607,0.042660724
3664608,0.067723624
3664609,0.31875512
3664610,0.12440849
3664611,0.3699931
3664612,0.024114683
3664613,0.046023015
3664614,0.02788401
3664615,0.051365647
3664616,0.16433796
3664617,0.51378256
3664618,0.038593765
3664619,0.16945921
3664620,0.025264503
3664621,0.029558735
3664622,0.068262756
3664623,0.04710473
3664624,0.19849196
3664625,0.1178595
3664626,0.023524474
3664627,0.093265876
3664628,0.15563516
3664629,0.18702921
3664630,0.018012548
3664631,0.018644512
3664632,0.014512428
3664633,0.07945608
3664634,0.15298842
3664635,0.02927917
3664636,0.02553414
3664637,0.10050086
3664638,0.025442574
3664639,0.023915736
3664640,0.04628584
3664641,0.0400516
3664642,0.045152344
3664643,0.11285558
3664644,0.1676191
3664645,0.017596036
3664646,0.07522572
3664647,0.1120781
3664648,0.067927815
3664649,0.5529374
3664650,0.08570915
3664651,0.03252599
3664652,0.05040607
3664653,0.44349158
3664654,0.040816296
3664655,0.27330738
3664656,0.06369978
3664657,0.018973643
3664658,0.019004758
3664659,0.024781272
3664660,0.97492003
3664661,0.45654932
3664662,0.072956726
3664663,0.483751
3664664,0.13961667
3664665,0.05934454
3664666,0.06586663
3664667,0.058639757
3664668,0.035958055
3664669,0.043511696
3664670,0.022793416
3664671,0.041659318
3664672,0.11892627
3664673,0.025588404
3664674,0.27791017
3664675,0.016642597
3664676,0.014191079
3664677,0.05534947
3664678,0.07535478
3664679,0.029828614
3664680,0.05423232
3664681,0.10125717
3664682,0.2395621
3664683,0.2532027
3664684,0.020352256
3664685,0.046257462
3664686,0.013201157
3664687,0.07045974
3664688,0.09963132
3664689,0.18335636
3664690,0.06463308
3664691,0.061747454
3664692,0.029501565
3664693,0.068793304
3664694,0.12480831
3664695,0.008560212
3664696,0.052671473
3664697,0.17041458
3664698,0.03242054
3664699,0.011862898
3664700,0.10346847
3664701,0.038168564
3664702,0.031384986
3664703,0.022373842
3664704,0.05354475
3664705,0.015472602
3664706,0.07167592
3664707,0.037542265
3664708,0.3161301
3664709,0.04008045
3664710,0.015096843
3664711,0.07611908
3664712,0.22577848
3664713,0.23449194
3664714,0.021056676
3664715,0.01826601
3664716,0.044795375
3664717,0.11727027
3664718,0.03623341
3664719,0.030302364
3664720,0.015277051
3664721,0.03170107
3664722,0.07819921
3664723,0.23193596
3664724,0.010608288
3664725,0.29457766
3664726,0.025316382
3664727,0.101757534
3664728,0.032609627
3664729,0.0816977
3664730,0.11624121
3664731,0.11423833
3664732,0.12859987
3664733,0.17112221
3664734,0.016350256
3664735,0.019072587
3664736,0.010327138
3664737,0.08099375
3664738,0.028458726
3664739,0.11197557
3664740,0.08802027
3664741,0.034134336
3664742,0.021129798
3664743,0.03875963
3664744,0.033606716
3664745,0.4302179
3664746,0.09381329
3664747,0.30211
3664748,0.011416207
3664749,0.019435959
3664750,0.15886788
3664751,0.012917323
3664752,0.04613046
3664753,0.24022156
3664754,0.018683067
3664755,0.038998064
3664756,0.02134109
3664757,0.52289283
3664758,0.194728
3664759,0.034704477
3664760,0.28392625
3664761,0.03916472
3664762,0.072471045
3664763,0.008421148
3664764,0.11996367
3664765,0.045306318
3664766,0.026308054
3664767,0.030315895
3664768,0.130058
3664769,0.082014404
3664770,0.08135533
3664771,0.06735584
3664772,0.031876143
3664773,0.1482108
3664774,0.007910326
3664775,0.2727792
3664776,0.0485144
3664777,0.080316566
3664778,0.065067515
3664779,0.035813924
3664780,0.020318657
3664781,0.040289998
3664782,0.18867616
3664783,0.009677087
3664784,0.022048185
3664785,0.111737475
3664786,0.40238452
3664787,0.19562685
3664788,0.5904569
3664789,0.26128334
3664790,0.18985441
3664791,0.018799
3664792,0.2630685
3664793,0.0141561525
3664794,0.09369734
3664795,0.033126693
3664796,0.01956659
3664797,0.21786278
3664798,0.029651387
3664799,0.13849491
3664800,0.10240383
3664801,0.09728587
3664802,0.08425395
3664803,0.021376647
3664804,0.044708002
3664805,0.19783679
3664806,0.073885165
3664807,0.04103786
3664808,0.03333982
3664809,0.04367809
3664810,0.016362332
3664811,0.040301263
3664812,0.05063897
3664813,0.044630583
3664814,0.06835454
3664815,0.05888783
3664816,0.0986896
3664817,0.21166046
3664818,0.035671562
3664819,0.27471456
3664820,0.03165054
3664821,0.21833366
3664822,0.09370422
3664823,0.020853752
3664824,0.035397515
3664825,0.14715335
3664826,0.30209273
3664827,0.054863513
3664828,0.028944219
3664829,0.4628732
3664830,0.02850276
3664831,0.22466639
3664832,0.013423688
3664833,0.011569371
3664834,0.6473446
3664835,0.09331599
3664836,0.10260316
3664837,0.040780038
3664838,0.030447433
3664839,0.049941912
3664840,0.07588628
3664841,0.23484734
3664842,0.06547411
3664843,0.073118106
3664844,0.090903
3664845,0.30996862
3664846,0.055036005
3664847,0.05995441
3664848,0.09217973
3664849,0.017363286
3664850,0.039326925
3664851,0.06976537
3664852,0.10253623
3664853,0.045670394
3664854,0.12772506
3664855,0.26628035
3664856,0.017532121
3664857,0.015900228
3664858,0.016053699
3664859,0.3163372
3664860,0.042660724
3664861,0.031395674
3664862,0.014555236
3664863,0.06869476
3664864,0.13677798
3664865,0.30619755
3664866,0.06976537
3664867,0.011438633
3664868,0.024529144
3664869,0.042952564
3664870,0.016894238
3664871,0.33363077
3664872,0.016033864
3664873,0.06099087
3664874,0.22139733
3664875,0.03628879
3664876,0.014674607
3664877,0.014655327
3664878,0.108918086
3664879,0.0824226
3664880,0.057266396
3664881,0.05797404
3664882,0.03178501
3664883,0.36460918
3664884,0.053140033
3664885,0.35284132
3664886,0.12374114
3664887,0.98969156
3664888,0.070982255
3664889,0.030153964
3664890,0.057652883
3664891,0.014097188
3664892,0.030531317
3664893,0.19166133
3664894,0.01624877
3664895,0.019658329
3664896,0.022583205
3664897,0.113715686
3664898,0.55575144
3664899,0.023592236
3664900,0.070996545
3664901,0.08733805
3664902,0.02276061
3664903,0.040072992
3664904,0.16947703
3664905,0.030538093
3664906,0.04441362
3664907,0.03365024
3664908,0.9651027
3664909,0.04095132
3664910,0.023494564
3664911,0.06854745
3664912,0.030538093
3664913,0.97933024
3664914,0.09684821
3664915,0.24156657
3664916,0.010357218
3664917,0.059099477
3664918,0.1735274
3664919,0.7876367
3664920,0.06691059
3664921,0.99424416
3664922,0.05989637
3664923,0.104628034
3664924,0.026939709
3664925,0.1715892
3664926,0.037789572
3664927,0.9014657
3664928,0.24260171
3664929,0.0875899
3664930,0.19595219
3664931,0.17238376
3664932,0.029349674
3664933,0.08064876
3664934,0.033567324
3664935,0.031131664
3664936,0.26476198
3664937,0.040816296
3664938,0.124289475
3664939,0.012744624
3664940,0.05480656
3664941,0.3386554
3664942,0.4835246
3664943,0.38370514
3664944,0.036572322
3664945,0.018362137
3664946,0.012618163
